STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %
OR,2,n/a,,,Scattered,W,,,,,685,0.20%
OR,2,n/a,,,,,"142,035",,,,"340,379",
OR,3,H6OR03064,(I),Earl,Blumenauer,D,"121,176",86.75%,,,"254,235",74.54%
OR,3,H0OR03091,,John,Sweeney,D,"9,389",6.72%,,,,
OR,3,H8OR03037,,Joseph (Lone Vet),Walsh,D,"8,783",6.29%,,,,
OR,3,n/a,,,Scattered,W(D),343,0.25%,,,,
OR,3,n/a,,,,D,"139,691",,,,,
OR,3,H8OR03045,,Delia,Lopez,R,"22,114",96.88%,,,"71,063",20.84%
OR,3,n/a,,,Scattered,W(R),712,3.12%,,,,
OR,3,n/a,,,,R,"22,826",,,,,
OR,3,H8OR03052,,Michael,Meo,PG,,,,,"15,063",4.42%
OR,3,n/a,,,Scattered,W,,,,,701,0.21%
OR,3,n/a,,,,,"162,517",,,,"341,062",
OR,4,H6OR04047,(I),Peter A.,DeFazio,D,"119,366",99.21%,,,"275,143",82.34%
OR,4,n/a,,,Scattered,W(D),955,0.79%,,,,
OR,4,n/a,,,,D,"120,321",,,,,
OR,4,H8OR04126,,Jaynee,Germond,CON,,,,,"43,133",12.91%
OR,4,H8OR04134,,Mike,Beilstein,PG,,,,,"13,162",3.94%
OR,4,n/a,,,Scattered,W(R),"2,345",72.13%,,,,
OR,4,H6OR04047,(I),Peter A.,DeFazio,W(R),906,27.87%,,,,
OR,4,n/a,,,,R,"3,251",,,,,
OR,4,n/a,,,Scattered,W,,,,,"2,708",0.81%
OR,4,n/a,,,,,"123,572",,,,"334,146",
OR,5,H8OR05107,,Kurt,Schrader,D,"51,980",53.84%,,,"181,577",54.25%
OR,5,H8OR05131,,Nancy,Moran,D,"18,597",19.26%,,,,
OR,5,H8OR05115,,Steve,Marks,D,"17,643",18.27%,,,,
OR,5,H8OR05123,,Andrew,Foster,D,"6,104",6.32%,,,,
OR,5,H8OR05149,,Richard,Nathe,D,"1,748",1.81%,,,,
OR,5,n/a,,,Scattered,W(D),482,0.50%,,,,
OR,5,n/a,,,,D,"96,554",,,,,
OR,5,H6OR05119,,Mike,Erickson,R,"37,217",47.94%,,,"128,297",38.33%
OR,5,H8OR05099,,Kevin,Mannix,R,"36,005",46.38%,,,,
OR,5,H8OR05156,,Richard (RJ),Wilson,R,"4,110",5.29%,,,,
OR,5,n/a,,,Scattered,W(R),302,0.39%,,,,
OR,5,n/a,,,,R,"77,634",,,,,
OR,5,H8OR05172,,Sean,Bates,IP,n/a,,,,"6,830",2.04%
OR,5,H6OR05135,,Douglas,Patterson,CON,n/a,,,,"6,558",1.96%
OR,5,H8OR05180,,Alex,Polikoff,PG,n/a,,,,"5,272",1.58%
OR,5,H8OR05164,,Steve,Milligan,LBT,n/a,,,,"4,814",1.44%
OR,5,n/a,,,Scattered,W,,,,,"1,326",0.40%
OR,5,n/a,,,,,"174,188",,,,"334,674",
OR,H,n/a,,,,,"762,716",,,,"1,682,509",
OR,S,S8OR00207,,Jeff,Merkley,D/IP,"246,482",44.82%,,,"864,392",48.90%
OR,S,S8OR00199,,Steve,Novick,D,"230,889",41.98%,,,,
OR,S,S8OR00223,,Candy,Neville,D,"38,367",6.98%,,,,
OR,S,S8OR00256,,Roger S.,Obrist,D,"12,647",2.30%,,,,
OR,S,S4OR00065,,Pavel,Goberman,D,"12,056",2.19%,,,,
OR,S,S8OR00249,,David,Loera,D,"6,127",1.11%,,,,
OR,S,n/a,,,Scattered,W(D),"3,398",0.62%,,,,
OR,S,n/a,,,,D,"549,966",,,,,
OR,S,S6OR00094,(I),Gordon H.,Smith,R,"296,330",85.41%,,,"805,159",45.55%
OR,S,S8OR00231,,Gordon,Leitch,R,"48,560",14.00%,,,,
OR,S,n/a,,,Scattered,W(R),"2,068",0.60%,,,,
OR,S,n/a,,,,R,"346,958",,,,,
OR,S,S4OR00149,,David,Brownlow,CON,,,,,"92,565",5.24%
OR,S,n/a,,,Scattered,W,,,,,"5,388",0.30%
OR,S,n/a,,,,,"896,924",,,,"1,767,504",
PA,1,H8PA01153,(I),Robert A.,Brady,D,"116,334",100.00%,,,"242,799",90.76%
PA,1,n/a,,,,D,"116,334",,,,,
PA,1,H8PA01229,,Mike,Muhammad,R,"4,637",100.00%,,,"24,714",9.24%
PA,1,n/a,,,,R,"4,637",,,,,
PA,1,n/a,,,,,"120,971",,,,"267,513",
PA,2,H2PA02055,(I),Chaka,Fattah,D,"161,022",100.00%,,,"276,870",88.93%
PA,2,n/a,,,,D,"161,022",,,,,
PA,2,H8PA02094,,Adam A.,Lang,R,#,,,,"34,466",11.07%
PA,2,H8PA02086,,Michael,Livingston,R,"4,521",100.00%,,,,
PA,2,n/a,,,,R,"4,521",,,,,
PA,2,n/a,,,,,"165,543",,,,"311,336",
PA,3,H8PA03084,,Kathy,Dahlkemper,D,"43,858",44.92%,,,"146,846",51.24%
PA,3,H8PA03068,,Kyle W.,Foust,D,"24,672",25.27%,,,,
PA,3,H8PA03043,,Tom,Myers,D,"18,584",19.03%,,,,
PA,3,H8PA03050,,Mike,Waltner,D,"10,532",10.79%,,,,
PA,3,n/a,,,,D,"97,646",,,,,
PA,3,H4PA21051,(I),Phil,English,R,"42,636",100.00%,,,"139,757",48.76%
PA,3,n/a,,,,R,"42,636",,,,,
PA,3,n/a,,,,,"140,282",,,,"286,603",
PA,4,H6PA04110,(I),Jason,Altmire,D,"112,049",100.00%,,,"186,536",55.86%
PA,4,n/a,,,,D,"112,049",,,,,
PA,4,H0PA04154,,Melissa,Hart,R,"42,854",100.00%,,,"147,411",44.14%
PA,4,n/a,,,,R,"42,854",,,,,
PA,4,n/a,,,,,"154,903",,,,"333,947",
PA,5,H8PA05071,,Glenn W.,Thompson,R,"13,988",19.18%,,,"155,513",56.72%
PA,5,H8PA05089,,Derek A.,Walker,R,"13,153",18.03%,,,,
PA,5,H8PA05063,,Matt,Shaner,R,"12,860",17.63%,,,,
PA,5,H8PA05113,,Jeffrey J.,Stroehmann,R,"9,921",13.60%,,,,
PA,5,H8PA05139,,Keith,Richardson,R,"7,094",9.73%,,,,
PA,5,H8PA05154,,Lou,Radkowski,R,"5,083",6.97%,,,,
PA,5,H8PA05105,,John Rea,Stroup,R,"4,550",6.24%,,,,
PA,5,H8PA05162,,Chris,Exarchos,R,"4,376",6.00%,,,,
PA,5,H8PA05188,,John T.,Krupa,R,"1,916",2.63%,,,,
PA,5,n/a,,,,R,"72,941",,,,,
PA,5,H8PA05147,,Mark B.,McCracken,D,"30,358",40.91%,,,"112,509",41.04%
PA,5,H8PA05097,,Bill,Cahir,D,"25,920",34.93%,,,,
PA,5,H8PA05121,,"Richard P., Jr.",Vilello,D,"17,921",24.15%,,,,
PA,5,n/a,,,,D,"74,199",,,,,
PA,5,H8PA05196,,James,Fryman,LBT,n/a,,,,"6,155",2.24%
PA,5,n/a,,,,,"147,140",,,,"274,177",
PA,6,H2PA06114,(I),Jim,Gerlach,R,"39,232",100.00%,,,"179,423",52.10%
PA,6,n/a,,,,R,"39,232",,,,,
PA,6,H8PA06079,,Bob,Roggio,D,"82,540",100.00%,,,"164,952",47.90%
PA,6,n/a,,,,D,"82,540",,,,,
PA,6,n/a,,,,,"121,772",,,,"344,375",
PA,7,H6PA07105,(I),Joe,Sestak,D,"91,272",100.00%,,,"209,955",59.59%
PA,7,n/a,,,,D,"91,272",,,,,
PA,7,H8PA07085,,W. Craig,Williams,R,"52,733",100.00%,,,"142,362",40.41%
PA,7,n/a,,,,R,"52,733",,,,,
PA,7,n/a,,,,,"144,005",,,,"352,317",
PA,8,H6PA08194,(I),Patrick J.,Murphy,D,"100,788",100.00%,,,"197,869",56.77%
PA,8,n/a,,,,D,"100,788",,,,,
PA,8,H8PA08133,,Tom,Manion,R,"35,610",100.00%,,,"145,103",41.63%
PA,8,n/a,,,,R,"35,610",,,,,
PA,8,H6PA08160,,Tom,Lingenfelter,I,n/a,,,,"5,543",1.59%
PA,8,n/a,,,,,"136,398",,,,"348,515",
PA,9,H2PA09035,(I),Bill,Shuster,R,"57,890",100.00%,,,"174,951",63.92%
PA,9,n/a,,,,R,"57,890",,,,,
PA,9,H6PA09093,,Tony,Barr,D,"58,522",100.00%,,,"98,735",36.08%
PA,9,n/a,,,,D,"58,522",,,,,
PA,9,n/a,,,,,"116,412",,,,"273,686",
PA,10,H6PA10109,(I),Christopher P.,Carney,D,"71,988",100.00%,,,"160,837",56.33%
PA,10,n/a,,,,D,"71,988",,,,,
PA,10,H8PA10113,,Chris,Hackett,R,"34,129",52.32%,,,"124,681",43.67%
PA,10,H8PA10147,,Dan,Meuser,R,"31,102",47.68%,,,,
PA,10,n/a,,,,R,"65,231",,,,,
PA,10,n/a,,,,,"137,219",,,,"285,518",
PA,11,H0PA11050,(I),Paul E.,Kanjorski,D,"93,120",100.00%,,,"146,379",51.63%
PA,11,n/a,,,,D,"93,120",,,,,
PA,11,H2PA11098,,Lou,Barletta,R,"27,710",100.00%,,,"137,151",48.37%
PA,11,n/a,,,,R,"27,710",,,,,
PA,11,n/a,,,,,"120,830",,,,"283,530",
PA,12,H6PA12030,(I),John P.,Murtha,D,"112,082",100.00%,,,"155,268",57.85%
PA,12,n/a,,,,D,"112,082",,,,,
PA,12,H8PA12044,,William,Russell,W(R)/R,"3,165",100.00%,,,"113,120",42.15%
PA,12,n/a,,,,R,"3,165",,,,,
PA,12,n/a,,,,,"115,247",,,,"268,388",
PA,13,H4PA13124,(I),Allyson,Schwartz,D,"98,696",100.00%,,,"196,868",62.79%
PA,13,n/a,,,,D,"98,696",,,,,
PA,13,H8PA13083,,Marina,Kats,R,"27,169",100.00%,,,"108,271",34.53%
PA,13,n/a,,,,R,"27,169",,,,,
PA,13,H2PA13102,,John P.,McDermott,CON,n/a,,,,"8,374",2.67%
PA,13,n/a,,,,,"125,865",,,,"313,513",
PA,14,H4PA18131,(I),Mike,Doyle,D,"134,298",100.00%,,,"242,326",91.26%
PA,14,n/a,,,,D,"134,298",,,,,
PA,14,H6PA14168,,Titus,North,GRE,n/a,,,,"23,214",8.74%
PA,14,n/a,,,,,"134,298",,,,"265,540",
PA,15,H4PA15087,(I),Charles W.,Dent,R,"27,875",100.00%,,,"181,433",58.57%
PA,15,n/a,,,,R,"27,875",,,,,
PA,15,H8PA15153,,Sam,Bennett,D,"73,734",100.00%,,,"128,333",41.43%
PA,15,n/a,,,,D,"73,734",,,,,
PA,15,n/a,,,,,"101,609",,,,"309,766",
PA,16,H6PA16197,(I),Joseph R.,Pitts,R,"49,740",100.00%,,,"170,329",55.82%
PA,16,n/a,,,,R,"49,740",,,,,
PA,16,H8PA16045,,Bruce A.,Slater,D,"59,246",100.00%,,,"120,193",39.39%
PA,16,n/a,,,,D,"59,246",,,,,
PA,16,H6PA16288,,John A.,Murphy,I,,,,,"11,768",3.86%
PA,16,H8PA16052,,Daniel,Frank,CON,n/a,,,,"2,877",0.94%
PA,16,n/a,,,,,"108,986",,,,"305,167",
PA,17,H2PA06080,(I),Tim,Holden,D,"79,551",100.00%,,,"192,699",63.68%
PA,17,n/a,,,,D,"79,551",,,,,
PA,17,H8PA17035,,Toni,Gilhooley,R,"49,123",100.00%,,,"109,909",36.32%
PA,17,n/a,,,,R,"49,123",,,,,
PA,17,n/a,,,,,"128,674",,,,"302,608",
PA,18,H2PA18143,(I),Tim,Murphy,R,"39,780",100.00%,,,"213,349",64.07%
PA,18,n/a,,,,R,"39,780",,,,,
PA,18,H8PA18124,,Steve,O'Donnell,D,"52,247",44.96%,,,"119,661",35.93%
PA,18,H8PA18090,,Beth,Hafer,D,"48,224",41.50%,,,,
PA,18,H8PA18108,,Brien,Wall,D,"15,733",13.54%,,,,
PA,18,n/a,,,,D,"116,204",,,,,
PA,18,n/a,,,,,"155,984",,,,"333,010",
PA,19,H0PA19053,(I),Todd,Platts,R,"57,198",100.00%,,,"218,862",66.65%
PA,19,n/a,,,,R,"57,198",,,,,
PA,19,H6PA19126,,"Philip J., Jr.",Avillo,D,"69,068",100.00%,,,"109,533",33.35%
PA,19,n/a,,,,D,"69,068",,,,,
PA,19,n/a,,,,,"126,266",,,,"328,395",
PA,H,n/a,,,Scattered,W,,,,,"3,380",0.06%
PA,19,n/a,,,,W,,,,,"3,380",
PA,H,n/a,,,,,"2,502,404",,,,"5,791,284",
PR,0,H8PR00062,,Pedro,Pierluisi Urrutia,NPP,"440,672",59.59%,,,"1,010,304",52.95%
PR,0,H4PR00053,,Charlie,Rodriguez-Col„n,NPP,"248,127",33.56%,,,,
PR,0,H3PR00014,,Myriam,RamÍrez-GarcÍa,NPP,"50,590",6.84%,,,,
PR,0,n/a,,,Scattered,W(NPP),64,0.01%,,,,
PR,0,n/a,,,,NPP,"739,453",,,,,
PR,0,H8PR00088,,Alfredo,Salazar Conde,PPD,Unopposed,,,,"810,111",42.46%
PR,0,H8PR00104,,Carlos A.,Velazquez Lopez,PPR,,,,,"46,126",2.42%
PR,0,H8PR00096,,Jessica,Martinez Birriel,PRI,,,,,"37,865",1.98%
PR,0,n/a,,,Scattered,W,,,,,"3,719",0.19%
PR,0,n/a,,,,,"739,453",,,,"1,908,125",
PR,H,n/a,,,,,"739,453",,,,"1,908,125",
RI,1,H4RI01034,(I),Patrick J.,Kennedy,D,"25,493",100.00%,,,"145,254",68.52%
RI,1,n/a,,,,D,"25,493",,,,,
RI,1,H6RI01096,,Jonathan P.,Scott,R,44,100.00%,,,"51,340",24.22%
RI,1,n/a,,,,R,44,,,,,
RI,1,H6RI01104,,Kenneth A.,Capalbo,I,,,,,"15,108",7.13%
RI,1,n/a,,David,Lanasse,W,,,,,29,0.01%
RI,1,n/a,,,Blank,W,,,,,20,0.01%
RI,1,n/a,,,The Jockey,W,,,,,20,0.01%
RI,1,n/a,,Lincoln,Chaffee,W,,,,,8,0.00%
RI,1,n/a,,Mickey,Mouse,W,,,,,5,0.00%
RI,1,,,,Scattered,W,,,,,214,0.10%
RI,1,n/a,,,,,"25,537",,,,"211,998",
RI,2,H0RI02139,(I),James R.,Langevin,D,"20,018",100.00%,,,"158,416",70.02%
RI,2,n/a,,,,D,"20,018",,,,,
RI,2,H8RI02108,,Mark S.,Zaccaria,R,"1,030",100.00%,,,"67,433",29.81%
RI,2,n/a,,,,R,"1,030",,,,,
RI,2,n/a,,,Blank,W,,,,,31,0.01%
RI,2,n/a,,,The Jockey,W,,,,,17,0.01%
RI,2,H0RI02097,,Rod,Driver,W,,,,,14,0.01%
RI,2,n/a,,Christopher,Young,W,,,,,6,0.00%
RI,2,n/a,,Mickey,Mouse,W,,,,,5,0.00%
RI,2,H6RI02268,,Jennifer,Lawless,W,,,,,5,0.00%
RI,2,,,,Scattered,W,,,,,307,0.14%
RI,2,n/a,,,,,"21,048",,,,"226,234",
RI,H,n/a,,,,,"46,585",,,,"438,232",
RI,S,S6RI00163,(I),John F.,Reed,D,"48,109",86.85%,,,"320,644",73.07%
RI,S,S0RI00042,,Christopher F.,Young,D,"7,286",13.15%,,,,
RI,S,n/a,,,,D,"55,395",,,,,
RI,S,S2RI00063,,Robert G.,Tingle,R,"1,068",100.00%,,,"116,174",26.47%
RI,S,n/a,,,,R,"1,068",,,,,
RI,S,,,,The Jockey,W,,,,,809,0.18%
RI,S,S0RI00042,,Christopher,Young,W,,,,,262,0.06%
RI,S,n/a,,,Blank,W,,,,,67,0.02%
RI,S,S8RI00102,,Lincoln,Chaffee,W,,,,,33,0.01%
RI,S,n/a,,,None of the Above,W,,,,,13,0.00%
RI,S,n/a,,Mickey,Mouse,W,,,,,10,0.00%
RI,S,n/a,,Robert,Healey,W,,,,,10,0.00%
RI,S,n/a,,Buddy,Cianci,W,,,,,9,0.00%
RI,S,n/a,,Michael,Brown,W,,,,,8,0.00%
RI,S,n/a,,Donald,Duck,W,,,,,7,0.00%
RI,S,S6RI00239,,Steve,Laffey,W,,,,,5,0.00%
RI,S,,,,Scattered,W,,,,,761,0.17%
RI,S,n/a,,,,,"56,463",,,,"438,812",
SC,1,H0SC01071,(I),"Henry E., Jr.",Brown,R,"42,588",70.05%,,,"177,540",51.93%
SC,1,H8SC01082,,Katherine,Jenerette,R,"11,488",18.90%,,,,
SC,1,H8SC01074,,Paul V.,Norris,R,"6,718",11.05%,,,,
SC,1,n/a,,,,R,"60,794",,,,,
SC,1,H8SC01066,,Linda,Ketner,D,"9,107",65.15%,,,"163,724",47.89%
SC,1,H6SC01136,,Ben,Frasier,D,"4,871",34.85%,,,,
SC,1,n/a,,,,D,"13,978",,,,,
SC,1,n/a,,,Scattered,W,,,,,615,0.18%
SC,1,n/a,,,,,"74,772",,,,"341,879",
SC,2,H2SC02059,(I),Joe,Wilson,R,"44,783",85.12%,,,"184,583",53.74%
SC,2,H8SC02098,,Phil,Black,R,"7,831",14.88%,,,,
SC,2,n/a,,,,R,"52,614",,,,,
SC,2,H8SC02080,,Rob,Miller,D,"16,911",67.29%,,,"158,627",46.18%
SC,2,H8SC02072,,Blaine,Lotz,D,"8,219",32.71%,,,,
SC,2,n/a,,,,D,"25,130",,,,,
SC,2,n/a,,,Scattered,W,,,,,276,0.08%
SC,2,n/a,,,,,"77,744",,,,"343,486",
SC,3,H2SC03057,(I),J. Gresham,Barrett,R,Unopposed,,,,"186,799",64.69%
SC,3,H8SC03054,,Jane Ballard,Dyer,D,Unopposed,,,,"101,724",35.23%
SC,3,n/a,,,Scattered,W,,,,,218,0.08%
SC,3,n/a,,,,,,,,,"288,741",
SC,4,H2SC04022,(I),Bob,Inglis,R,"37,571",66.95%,,,"184,440",60.09%
SC,4,H8SC04169,,Charles,Jeter,R,"18,545",33.05%,,,,
SC,4,n/a,,,,R,"56,116",,,,,
SC,4,H8SC04177,,Paul,Corden,D,"6,189",41.35%,"5,312",68.18%,"113,291",36.91%
SC,4,H8SC04185,,Ted,Christian,D,"4,900",32.74%,"2,479",31.82%,,
SC,4,H8SC04193,,Bryan,McCanless,D,"3,879",25.92%,,,,
SC,4,n/a,,,,D,"14,968",,"7,791",,,
SC,4,H6SC04130,,C. Faye,Walters,GRE,n/a,,,,"7,332",2.39%
SC,4,n/a,,,Scattered,W,,,,,"1,865",0.61%
SC,4,n/a,,,,,"71,084",,"7,791",,"306,928",
SC,5,H2SC05052,(I),John,Spratt,D,Unopposed,,,,"188,785",61.64%
SC,5,H4SC05041,,Albert F.,Spencer,R,Unopposed,,,,"113,282",36.99%
SC,5,H8SC05083,,Frank,Waggoner,CON,n/a,,,,"4,093",1.34%
SC,5,n/a,,,Scattered,W,,,,,125,0.04%
SC,5,n/a,,,,,,,,,"306,285",
SC,6,H2SC02042,(I),"James E. ""Jim""",Clyburn,D,Unopposed,,,,"193,378",67.48%
SC,6,H8SC06099,,Nancy,Harrelson,R,Unopposed,,,,"93,059",32.47%
SC,6,n/a,,,Scattered,W,,,,,134,0.05%
SC,6,n/a,,,,,,,,,"286,571",
SC,H,n/a,,,,,"223,600",,"7,791",,"1,873,890",
SC,S,S0SC00149,(I),Lindsey,Graham,R,"187,736",66.84%,,,"1,076,534",57.52%
SC,S,S8SC00100,,Buddy,Witherspoon,R,"93,125",33.16%,,,,
SC,S,n/a,,,,R,"280,861",,,,,
SC,S,S8SC00126,,Bob,Conley,D,"74,185",50.36%,,,"790,621",42.25%
SC,S,S8SC00118,,Michael,Cone,D,"73,127",49.64%,,,,
SC,S,n/a,,,,D,"147,312",,,,,
SC,S,n/a,,,Scattered,W,,,,,"4,276",0.23%
SC,S,n/a,,,,,"428,173",,,,"1,871,431",
SD,0,H2SD00092,(I),Stephanie Herseth,Sandlin,D,Unopposed,,,,"256,041",67.56%
SD,0,H8SD00016,,Chris,Lien,R,Unopposed,,,,"122,966",32.44%
SD,0,n/a,,,,,,,,,"379,007",
SD,H,n/a,,,,,,,,,"379,007",
SD,S,S6SD00051,(I),Tim,Johnson,D,Unopposed,,,,"237,889",62.49%
SD,S,S8SD00107,,Joel,Dykstra,R,"34,598",65.74%,,,"142,784",37.51%
SD,S,S8SD00115,,Sam,Kephart,R,"13,047",24.79%,,,,
SD,S,S8SD00123,,Charles Lyonel,Gonyo,R,"4,983",9.47%,,,,
SD,S,n/a,,,,R,"52,628",,,,,
SD,S,n/a,,,,,"52,628",,,,"380,673",
TN,1,H6TN01388,,Phil,Roe,R,"25,993",50.15%,,,"168,343",71.82%
TN,1,H6TN01313,(I),David,Davis,R,"25,511",49.22%,,,,
TN,1,H6TN01487,,Mahmood (Michael),Sabri,R,329,0.63%,,,,
TN,1,n/a,,,,R,"51,833",,,,,
TN,1,H8TN01053,,Rob ,Russell,D,"4,123",67.69%,,,"57,525",24.54%
TN,1,H8TN01046,,Michael,Donihe,D,"1,968",32.31%,,,,
TN,1,n/a,,,,D,"6,091",,,,,
TN,1,H6TN01321,,Joel,Goodman,W(LBT)/I,1,100.00%,,,"3,988",1.70%
TN,1,n/a,,,,LBT,1,,,,,
TN,1,H6TN01479,,James W.,Reeves,I,n/a,,,,"2,544",1.09%
TN,1,H8TN01061,,Thomas (T.K.),Owens,I,n/a,,,,"1,981",0.85%
TN,1,n/a,,,,,"57,925",,,,"234,381",
TN,2,H8TN02069,(I),John J.,"Duncan, Jr.",R,"50,722",100.00%,,,"227,120",78.11%
TN,2,n/a,,,,R,"50,722",,,,,
TN,2,H8TN02028,,Bob,Scott,D,"10,006",59.66%,,,"63,639",21.89%
TN,2,H8TN02093,,David Ryan,Hancock,D,"6,765",40.34%,,,,
TN,2,n/a,,,,D,"16,771",,,,,
TN,2,n/a,,,,,"67,493",,,,"290,759",
TN,3,H2TN03052,(I),Zach,Wamp,R,"31,782",91.05%,,,"184,964",69.37%
TN,3,H8TN03174,,Teresa,Sheppard,R,"3,125",8.95%,,,,
TN,3,n/a,,,,R,"34,907",,,,,
TN,3,H4TN03173,,Doug,Vandagriff,D,"13,122",100.00%,,,"73,059",27.40%
TN,3,n/a,,,,D,"13,122",,,,,
TN,3,H4TN03165,,Jean,Howard-Hill,I,n/a,,,,"4,848",1.82%
TN,3,H8TN03182,,Ed,Choate,I,,,,,"3,750",1.41%
TN,3,H4TN03157,,June,Griffin,W,,,,,7,0.00%
TN,3,n/a,,,,,"48,029",,,,"266,628",
TN,4,H4TN06051,(I),Lincoln,Davis,D,"30,487",90.41%,,,"146,776",58.76%
TN,4,H6TN04135,,Bert,Mason,D,"3,233",9.59%,,,,
TN,4,n/a,,,,D,"33,720",,,,,
TN,4,H8TN04040,,Monty J.,Lankford,R,"13,363",62.70%,,,"94,447",37.81%
TN,4,H6TN04176,,Don,Strong,R,"4,199",19.70%,,,,
TN,4,H8TN04057,,Kent ,Greenough,R,"3,749",17.59%,,,,
TN,4,n/a,,,,R,"21,311",,,,,
TN,4,H8TN04065,,James Anthony,Gray,I,,,,,"4,869",1.95%
TN,4,H8TN04073,,Kevin,Ragsdale,I,n/a,,,,"3,713",1.49%
TN,4,n/a,,,,,"55,031",,,,"249,805",
TN,5,H2TN05131,(I),Jim,Cooper,D,"17,985",100.00%,,,"181,467",65.84%
TN,5,n/a,,,,D,"17,985",,,,,
TN,5,H8TN05245,,Gerard,Donovan,R,"5,482",71.13%,,,"85,471",31.01%
TN,5,H8TN05260,,Vijay A.,Kumar,R,"2,225",28.87%,,,,
TN,5,n/a,,,,R,"7,707",,,,,
TN,5,H8TN05278,,Jon,Jackson,I,n/a,,,,"5,464",1.98%
TN,5,H8TN05252,,John P. ,Miglietta,I,n/a,,,,"3,196",1.16%
TN,5,H6TN05264,,Thomas F.,Kovach,W,,,,,4,0.00%
TN,5,n/a,,,,,"25,692",,,,"275,602",
TN,6,H4TN04015,(I),Bart,Gordon,D,"21,752",100.00%,,,"194,264",74.42%
TN,6,n/a,,,,D,"21,752",,,,,
TN,6,H8TN06060,,Chris,Baker,I,n/a,,,,"66,764",25.58%
TN,6,H2TN15015,,Steven L.,Edmondson,W(R),723,100.00%,,,,
TN,6,n/a,,,,R,723,,,,,
TN,6,n/a,,,,,"22,475",,,,"261,028",
TN,7,H2TN06030,(I),Marsha,Blackburn,R,"30,997",61.97%,,,"217,332",68.58%
TN,7,H8TN07043,,Tom,Leatherwood,R,"19,025",38.03%,,,,
TN,7,n/a,,,,R,"50,022",,,,,
TN,7,H6TN07096,,Randy G.,Morris,D,"12,003",77.25%,,,"99,549",31.42%
TN,7,H8TN07050,,James ,Tomasik,D,"3,535",22.75%,,,,
TN,7,n/a,,,,D,"15,538",,,,,
TN,7,n/a,,,,,"65,560",,,,"316,881",
TN,8,H8TN08033,(I),John,Tanner,D,"24,844",100.00%,,,"180,465",99.97%
TN,8,n/a,,,,D,"24,844",,,,,
TN,8,H2TN08077,,James,Hart,W(R)/W,23,100.00%,,,54,0.03%
TN,8,n/a,,,,R,23,,,,,
TN,8,n/a,,,,,"24,867",,,,"180,519",
TN,9,H6TN09068,(I),Steve,Cohen,D,"50,306",79.36%,,,"198,798",87.85%
TN,9,H6TN09209,,Nikki,Tinker,D,"11,817",18.64%,,,,
TN,9,H8TN09098,,Joe,"Town, Jr.",D,914,1.44%,,,,
TN,9,H8TN09080,,James,Gregory,D,180,0.28%,,,,
TN,9,H8TN09023,,Isaac,Richmond,D,172,0.27%,,,,
TN,9,n/a,,,,D,"63,389",,,,,
TN,9,H6TN09381,,Jake,Ford,I,,,,,"11,003",4.86%
TN,9,H8TN09064,,Dewey,Clark,I,n/a,,,,"10,047",4.44%
TN,9,H8TN09072,,"Mary ""Taylor Shelby""",Wright,I,n/a,,,,"6,434",2.84%
TN,9,n/a,,,,,"63,389",,,,"226,282",
TN,H,n/a,,,,,"430,461",,,,"2,301,885",
TN,S,S2TN00058,(I),Lamar,Alexander,R,"244,222",100.00%,,,"1,579,477",65.14%
TN,S,n/a,,,,R,"244,222",,,,,
TN,S,S8TN00238,,Robert D.,Tuke,D,"59,050",32.21%,,,"767,236",31.64%
TN,S,S2TN00082,,Gary G.,Davis,D,"39,119",21.34%,,,,
TN,S,S8TN00246,,Wm Mike,Padgett,D,"33,471",18.26%,,,,
TN,S,S8TN00279,,Mark E.,Clayton,D,"32,309",17.62%,,,,
TN,S,S8TN00261,,Kenneth,Eaton,D,"14,702",8.02%,,,,
TN,S,S8TN00287,,Leonard D.,Ladner,D,"4,697",2.56%,,,,
TN,S,n/a,,,,D,"183,348",,,,,
TN,S,S8TN00295,,Edward L.,Buck,I,n/a,,,,"31,631",1.30%
TN,S,S2TN00090,,Christopher G.,Fenner,I,n/a,,,,"11,073",0.46%
TN,S,S8TN00253,,Daniel Towers,Lewis,I,n/a,,,,"9,367",0.39%
TN,S,S6TN00315,,Chris ,Lugo,I,n/a,,,,"9,170",0.38%
TN,S,S8TN00303,,Ed ,Lawhorn,I,n/a,,,,"8,986",0.37%
TN,S,S6TN00299,,David,Gatchell,I,n/a,,,,"7,645",0.32%
TN,S,n/a,,,,,"427,570",,,,"2,424,585",
TX,1,H4TX04039,(I),Louie,Gohmert,R,"49,035",100.00%,,,"189,012",87.58%
TX,1,n/a,,,,R,"49,035",,,,,
TX,1,H6TX01196,,Roger L.,Owen,I,n/a,,,,"26,814",12.42%
TX,1,n/a,,,,,"49,035",,,,"215,826",
TX,2,H4TX02108,(I),Ted,Poe,R,"36,562",100.00%,,,"175,101",88.92%
TX,2,n/a,,,,R,"36,562",,,,,
TX,2,H8TX02042,,Craig,Wolfe,LBT,C,,,,"21,813",11.08%
TX,2,n/a,,,,,"36,562",,,,"196,914",
TX,3,H2TX03118,(I),Sam,Johnson,R,"36,050",86.93%,,,"170,742",59.75%
TX,3,H8TX03065,,Harry,Pierce,R,"3,466",8.36%,,,,
