STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %
ID,S,S8ID00100,,Rex,Rammell,I,n/a,,,,"34,510",5.35%
ID,S,S8ID00209,,Kent A.,Marmon,LBT,n/a,,,,"9,958",1.54%
ID,S,S8ID00191,,,Pro-Life,I,n/a,,,,"8,662",1.34%
ID,S,n/a,,,,,"163,691",,,,"644,780",
IL,1,H2IL01042,(I),Bobby L.,Rush,D,"134,343",87.45%,,,"233,036",85.87%
IL,1,H8IL01080,,"William, III",Walls,D,"19,272",12.55%,,,,
IL,1,n/a,,,,D,"153,615",,,,,
IL,1,H8IL01098,,Antoine,Members,R,"7,987",100.00%,,,"38,361",14.13%
IL,1,n/a,,,,R,"7,987",,,,,
IL,1,n/a,,,,,"161,602",,,,"271,397",
IL,2,H6IL02124,(I),"Jesse L., Jr.",Jackson,D,"149,760",100.00%,,,"251,052",89.41%
IL,2,n/a,,,,D,"149,760",,,,,
IL,2,H2IL02107,,Anthony W.,Williams,R,??,??,,,"29,721",10.59%
IL,2,n/a,,Nathan,Peoples,W,,,,,3,0.00%
IL,2,n/a,,,,,"149,760",,,,"280,776",
IL,3,H4IL03077,(I),Daniel William,Lipinski,D,"62,439",53.81%,,,"172,581",73.28%
IL,3,H8IL03052,,Mark N.,Pera,D,"29,544",25.46%,,,,
IL,3,H8IL03078,,Jim,Capparelli,D,"13,312",11.47%,,,,
IL,3,H8IL03060,,Jerry,Bennett,D,"10,742",9.26%,,,,
IL,3,n/a,,,,D,"116,037",,,,,
IL,3,H8IL03086,,Michael,Hawkins,R,"13,722",66.85%,,,"50,336",21.37%
IL,3,H4IL03028,,Arthur J.,Jones,R,"6,804",33.15%,,,,
IL,3,n/a,,,,R,"20,526",,,,,
IL,3,H8IL03094,,Jerome,Pohlen,GRE,111,100.00%,,,"12,607",5.35%
IL,3,n/a,,,,GRE,111,,,,,
IL,3,n/a,,,,,"136,674",,,,"235,524",
IL,4,H2IL08039,(I),Luis V.,Gutierrez,D,"63,436",100.00%,,,"112,529",80.60%
IL,4,n/a,,,,D,"63,436",,,,,
IL,4,H8IL04100,,Daniel,Cunningham,R,?,?,,,"16,024",11.48%
IL,4,H8IL04118,,Omar N.,L„pez,GRE,n/a,n/a,,,"11,053",7.92%
IL,4,n/a,,,,,"63,436",,,,"139,606",
IL,5,H2IL05092,(I),Rahm,Emanuel,D,"94,406",100.00%,,,"170,728",73.94%
IL,5,n/a,,,,D,"94,406",,,,,
IL,5,H8IL05073,,Tom,Hanson,R,?,?,,,"50,881",22.04%
IL,5,H8IL05065,,Alan,Augustson,GRE,137,100.00%,,,"9,283",4.02%
IL,5,n/a,,,,GRE,137,,,,,
IL,5,n/a,,,,,"94,543",,,,"230,892",
IL,6,H6IL06117,(I),Peter J.,Roskam,R,"57,612",100.00%,,,"147,906",57.57%
IL,6,n/a,,,,R,"57,612",,,,,
IL,6,H8IL06071,,Jill,Morgenthaler,D,"52,690",76.97%,,,"109,007",42.43%
IL,6,H8IL06063,,Stan,Jagla,D,"15,767",23.03%,,,,
IL,6,n/a,,,,D,"68,457",,,,,
IL,6,n/a,,,,,"126,069",,,,"256,913",
IL,7,H4IL07037,(I),Danny K.,Davis,D,"129,865",91.14%,,,"235,343",85.02%
IL,7,H0IL07084,,Robert,Dallas,D,"12,629",8.86%,,,,
IL,7,n/a,,,,D,"142,494",,,,,
IL,7,H8IL07087,,Steve,Miller,R,,,,,"41,474",14.98%
IL,7,n/a,,,,,"142,494",,,,"276,817",
IL,8,H2IL08088,(I),Melissa,Bean,D,"64,255",83.21%,,,"179,444",60.72%
IL,8,H8IL08069,,Randi,Scheurer,D,"12,968",16.79%,,,,
IL,8,n/a,,,,D,"77,223",,,,,
IL,8,H8IL08077,,Steve,Greenberg,R,"29,261",57.16%,,,"116,081",39.28%
IL,8,H8IL08085,,Kirk,Morris,R,"11,640",22.74%,,,,
IL,8,H6IL08113,,Kenneth W.,Arnold,R,"10,289",20.10%,,,,
IL,8,n/a,,,,R,"51,190",,,,,
IL,8,n/a,,,,,"128,413",,,,"295,525",
IL,9,H8IL09067,(I),Janice D.,Schakowsky,D,"98,374",87.94%,,,"181,948",74.66%
IL,9,H8IL09141,,John,Nocita,D,"13,485",12.06%,,,,
IL,9,n/a,,,,D,"111,859",,,,,
IL,9,H8IL09158,,Michael Benjamin,Younan,R,"16,587",100.00%,,,"53,593",21.99%
IL,9,n/a,,,,R,"16,587",,,,,
IL,9,H8IL09166,,Morris,Shanfield,GRE,164,100.00%,,,"8,140",3.34%
IL,9,n/a,,,,GRE,164,,,,,
IL,9,n/a,,Susanne,Atanus,W,,,,,13,0.01%
IL,9,n/a,,,,,"128,610",,,,"243,694",
IL,10,H0IL10120,(I),Mark Steven,Kirk,R,"44,967",100.00%,,,"153,082",52.56%
IL,10,n/a,,,,R,"44,967",,,,,
IL,10,H6IL10119,,Daniel J.,Seals,D,"75,877",81.46%,,,"138,176",47.44%
IL,10,H8IL10099,,Jay K.,Footlik,D,"17,271",18.54%,,,,
IL,10,n/a,,,,D,"93,148",,,,,
IL,10,n/a,,,,,"138,115",,,,"291,258",
IL,11,H8IL11113,,"Deborah ""Debbie""",Halvorson,D,"74,194",100.00%,,,"185,652",58.40%
IL,11,n/a,,,,D,"74,194",,,,,
IL,11,H8IL11139,,Marty,Ozinga,R,#,,,,"109,608",34.48%
IL,11,H8IL11097,,Timothy A.,Baldermann,R,"32,767",61.93%,,,,
IL,11,H8IL11121,,Terry,Heenan,R,"10,938",20.67%,,,,
IL,11,H8IL11105,,Jimmy,Lee,R,"9,206",17.40%,,,,
IL,11,n/a,,,,R,"52,911",,,,,
IL,11,H8IL11071,,Jason M.,Wallace,GRE,177,100.00%,,,"22,635",7.12%
IL,11,n/a,,,,GRE,177,,,,,
IL,11,n/a,,,,,"127,282",,,,"317,895",
IL,12,H8IL21021,(I),Jerry F.,Costello,D,"91,636",100.00%,,,"212,891",71.40%
IL,12,n/a,,,,D,"91,636",,,,,
IL,12,H8IL12061,,"Timmy Jay, Jr.",Richardson,R,"31,780",100.00%,,,"74,382",24.95%
IL,12,n/a,,,,R,"31,780",,,,,
IL,12,H8IL12079,,Rodger W.,Jennings,GRE,234,100.00%,,,"10,907",3.66%
IL,12,n/a,,,,GRE,234,,,,,
IL,12,n/a,,Harold,Wiegand,W,,,,,1,0.00%
IL,12,n/a,,,,,"123,650",,,,"298,181",
IL,13,H8IL13069,(I),Judy,Biggert,R,"58,533",77.28%,,,"180,888",53.55%
IL,13,H8IL13127,,Sean,O'Kane,R,"17,206",22.72%,,,,
IL,13,n/a,,,,R,"75,739",,,,,
IL,13,H8IL13119,,Scott,Harper,D,"85,787",100.00%,,,"147,430",43.65%
IL,13,n/a,,,,D,"85,787",,,,,
IL,13,H8IL13101,,Steve,Alesch,GRE,105,100.00%,,,"9,402",2.78%
IL,13,n/a,,,,GRE,105,,,,,
IL,13,n/a,,Theodore,Knapp,W,,,,,51,0.02%
IL,13,n/a,,,,,"161,631",,,,"337,771",
IL,14,H8IL14067,(I),Bill,Foster,D,"32,410",42.47%,,,"185,404",57.75%
IL,14,H6IL14111,,John,Laesch,D,"32,012",41.94%,,,,
IL,14,H8IL14117,,Joe,Serra,D,"6,033",7.90%,,,,
IL,14,H8IL14042,,Jotham,Stein,D,"5,865",7.68%,,,,
IL,14,n/a,,,,D,"76,320",,,,,
IL,14,H8IL14083,,Jim,Oberweis,R,"44,462",56.36%,,,"135,653",42.25%
IL,14,H8IL14075,,Chris,Lauzen,R,"32,584",41.30%,,,,
IL,14,H8IL14125,,Michael J.,Dilger,R,"1,847",2.34%,,,,
IL,14,n/a,,,,R,"78,893",,,,,
IL,14,n/a,,,,,"155,213",,,,"321,057",
IL,15,H0IL15053,(I),Timothy V.,Johnson,R,"64,635",100.00%,,,"187,121",64.19%
IL,15,n/a,,,,R,"64,635",,,,,
IL,15,H8IL15049,,Steve,Cox,D,"54,898",100.00%,,,"104,393",35.81%
IL,15,n/a,,,,D,"54,898",,,,,
IL,15,n/a,,,,,"119,533",,,,"291,514",
IL,16,H0IL16085,(I),Donald A.,Manzullo,R,"65,804",100.00%,,,"190,039",60.87%
IL,16,n/a,,,,R,"65,804",,,,,
IL,16,H8IL16062,,Robert G.,Abboud,D,"56,951",100.00%,,,"112,648",36.08%
IL,16,n/a,,,,D,"56,951",,,,,
IL,16,H8IL16070,,Scott,Summers,GRE,?,?,,,"9,533",3.05%
IL,16,n/a,,,,,"122,755",,,,"312,220",
IL,17,H6IL17155,(I),Phil,Hare,D,"75,567",100.00%,,,"220,961",99.77%
IL,17,n/a,,,,D,"75,567",,,,,
IL,17,n/a,,Mark Edward ,Lioen,W,,,,,517,0.23%
IL,17,n/a,,,,,"75,567",,,,"221,478",
IL,18,H8IL18043,,Aaron,Schock,R,"55,610",71.17%,,,"182,589",58.88%
IL,18,H8IL18050,,Jim,McConoughey,R,"13,363",17.10%,,,,
IL,18,H8IL18035,,John D.,Morris,R,"9,160",11.72%,,,,
IL,18,n/a,,,,R,"78,133",,,,,
IL,18,H8IL18076,,Colleen,Callahan,D,,,,,"117,642",37.94%
IL,18,H8IL18084,,Sheldon,Schafer,GRE,n/a,,,,"9,857",3.18%
IL,18,n/a,,,,,"78,133",,,,"310,088",
IL,19,H2IL20042,(I),John M.,Shimkus,R,"60,014",100.00%,,,"203,434",64.46%
IL,19,n/a,,,,R,"60,014",,,,,
IL,19,H8IL19090,,Daniel,Davis,D,"40,773",59.55%,,,"105,338",33.38%
IL,19,H8IL19108,,Joe,McMenamin,D,"27,700",40.45%,,,,
IL,19,n/a,,,,D,"68,473",,,,,
IL,19,H8IL19124   ,,Troy,Dennis,GRE   ,#,,,,"6,817",2.16%
IL,19,H6IL19086,,Vic,Roberts,GRE,141,100.00%,,,,
IL,19,n/a,,,,GRE,141,,,,,
IL,19,n/a,,,,,"128,628",,,,"315,589",
IL,H,n/a,,,,,"2,362,108",,,,"5,248,195",
IL,S,S6IL00151,(I),Richard J.,Durbin,D,"1,653,833",100.00%,,,"3,615,844",67.84%
IL,S,n/a,,,,D,"1,653,833",,,,,
IL,S,S8IL00165,,Steve,Sauerberg,R,"395,199",55.62%,,,"1,520,621",28.53%
IL,S,S4IL00362,,Andy,Martin,R,"240,548",33.85%,,,,
IL,S,S8IL00157,,Mike,Psak,R,"74,829",10.53%,,,,
IL,S,n/a,,,,R,"710,576",,,,,
IL,S,S8IL00199,,Kathy,Cummings,GRE,n/a,,,,"119,135",2.24%
IL,S,S8IL00181,,Larry A.,Stafford,LBT,n/a,,,,"50,224",0.94%
IL,S,S2IL00044,,Chad N.,Koppie,CPI,n/a,n/a,,,"24,059",0.45%
IL,S,n/a,,Patricia Elaine,Beard,W,,,,,1,0.00%
IL,S,n/a,,,,,"2,364,409",,,,"5,329,884",
IN,1,H4IN01012,(I),Peter J.,Visclosky,D,"134,505",100.00%,,,"199,954",70.90%
IN,1,n/a,,,,D,"134,505",,,,,
IN,1,H8IN01096,,Mark,Leyva,R,"7,278",36.17%,,,"76,647",27.18%
IN,1,H8IN01112,,Mark E.,Coleman,R,"3,940",19.58%,,,,
IN,1,H6IN01173,,Richard (Ric),Holtz,R,"3,791",18.84%,,,,
IN,1,H8IN01104,,Chuck,Barman,R,"2,945",14.63%,,,,
IN,1,H6IN01157,,Jayson,Reeves,R,"2,170",10.78%,,,,
IN,1,n/a,,,,R,"20,124",,,,,
IN,1,H8IN01120,,Jeff,Duensing,LBT,n/a,,,,"5,421",1.92%
IN,1,n/a,,,,,"154,629",,,,"282,022",
IN,2,H4IN02101,(I),Joe,Donnelly,D,"119,217",100.00%,,,"187,416",67.09%
IN,2,n/a,,,,D,"119,217",,,,,
IN,2,H8IN02102,,Luke,Puckett,R,"14,327",50.28%,,,"84,455",30.23%
IN,2,H8IN02128,,Joseph,Roush,R,"9,073",31.84%,,,,
IN,2,H4IN02119,,Tony,Zirkle,R,"5,092",17.87%,,,,
IN,2,n/a,,,,R,"28,492",,,,,
IN,2,H8IN02136,,Mark,Vogel,LBT,n/a,,,,"7,475",2.68%
IN,2,n/a,,,,,"147,709",,,,"279,346",
IN,3,H4IN04099,(I),Mark Edward,Souder,R,"40,161",77.07%,,,"155,693",55.04%
IN,3,H8IN03068,,Scott,Wise,R,"11,946",22.93%,,,,
IN,3,n/a,,,,R,"52,107",,,,,
IN,3,H8IN03050,,Michael A. (Mike),Montagano,D,"76,428",100.00%,,,"112,309",39.70%
IN,3,n/a,,,,D,"76,428",,,,,
IN,3,H2IN03145,,William R.,Larsen,LBT,n/a,,,,"14,877",5.26%
IN,3,n/a,,,,,"128,535",,,,"282,879",
IN,4,H2IN05025,(I),Steve,Buyer,R,"45,538",71.57%,,,"192,526",59.87%
IN,4,H4IN04156,,Mike,Campbell,R,"9,541",15.00%,,,,
IN,4,H8IN04116,,Firefighter LaRon,Keith,R,"8,545",13.43%,,,,
IN,4,n/a,,,,R,"63,624",,,,,
IN,4,H8IN04108,,Nels,Ackerson,D,"83,638",100.00%,,,"129,038",40.13%
IN,4,n/a,,,,D,"83,638",,,,,
IN,4,n/a,,,,,"147,262",,,,"321,564",
IN,5,H2IN06023,(I),Dan,Burton,R,"45,682",51.84%,,,"234,705",65.55%
IN,5,H8IN05097,,John,McGoff,R,"39,701",45.05%,,,,
IN,5,H4IN05070,,Clayton L.,Alfred,R,"2,742",3.11%,,,,
IN,5,n/a,,,,R,"88,125",,,,,
IN,5,H8IN05121,,Mary Etta,Ruley,D,"46,606",46.66%,,,"123,357",34.45%
IN,5,H8IN05105,,Kenny,Stall,D,"29,513",29.55%,,,,
IN,5,H8IN05113,,Chester,Kelsey,D,"23,768",23.79%,,,,
IN,5,n/a,,,,D,"99,887",,,,,
IN,5,n/a,,,,,"188,012",,,,"358,062",
IN,6,H8IN02060,(I),Mike,Pence,R,"46,488",100.00%,,,"180,608",63.95%
IN,6,n/a,,,,R,"46,488",,,,,
IN,6,H6IN06149,,Barry A.,Welsh,D,"94,002",100.00%,,,"94,265",33.38%
IN,6,n/a,,,,D,"94,002",,,,,
IN,6,H6IN06024,,George T.,Holland,LBT,n/a,,,,"7,539",2.67%
IN,6,n/a,,,,,"140,490",,,,"282,412",
IN,7,H8IN07184,(I),Andre D.,Carson,D,"66,659",46.52%,,,"172,650",65.08%
IN,7,H8IN07200,,"Woodrow A. (Woody), Jr.",Myers,D,"33,683",23.50%,,,,
IN,7,H8IN07176,,David,Orentlicher,D,"29,231",20.40%,,,,
IN,7,H8IN07226,,Carolene,Mays,D,"11,011",7.68%,,,,
IN,7,H6IN07345,,"Joseph C. ""Hippie Joe,"" III",Stockett,D,"1,125",0.79%,,,,
IN,7,H8IN07242,,Frances Nelson,Williams,D,708,0.49%,,,,
IN,7,H8IN07234,,Larry Lamont,Ledford,D,648,0.45%,,,,
IN,7,H6IN07337,,Pierre Quincy,Pullins,D,240,0.17%,,,,
IN,7,n/a,,,,D,"143,305",,,,,
IN,7,H8IN07275,,Gabrielle,Campo,R,#,,,,"92,645",34.92%
IN,7,H8IN07168,,Jon,Elrod,R,"19,135",84.56%,,,,
IN,7,H8IN07259,,Catherine (Cat),Ping,R,"2,574",11.37%,,,,
IN,7,H8IN07267,,Lawrence B. (Larry),Shouse,R,921,4.07%,,,,
IN,7,n/a,,,,R,"22,630",,,,,
IN,7,H8IN07283,,Delbert,Suits,W,n/a,,,,4,0.00%
IN,7,n/a,,,,,"165,935",,,,"265,299",
IN,8,H6IN08210,(I),Brad,Ellsworth,D,"134,796",100.00%,,,"188,693",64.74%
IN,8,n/a,,,,D,"134,796",,,,,
IN,8,H8IN08117,,Greg,Goode,R,"27,147",100.00%,,,"102,769",35.26%
IN,8,n/a,,,,R,"27,147",,,,,
IN,8,n/a,,,,,"161,943",,,,"291,462",
IN,9,H8IN09032,(I),Baron P.,Hill,D,"99,332",67.63%,,,"181,281",57.77%
IN,9,H6IN09085,,Gretchen,Clearwater,D,"23,157",15.77%,,,,
IN,9,H8IN09065,,John R.,Bottorff,D,"18,963",12.91%,,,,
IN,9,H0IN09039,,Lendall B.,Terry,D,"5,429",3.70%,,,,
IN,9,n/a,,,,D,"146,881",,,,,
IN,9,H2IN09084,,Mike,Sodrel,R,"32,101",100.00%,,,"120,529",38.41%
IN,9,n/a,,,,R,"32,101",,,,,
IN,9,H6IN09119,,D. Eric,Schansberg,LBT,n/a,,,,"11,994",3.82%
IN,9,n/a,,,,,"178,982",,,,"313,804",
IN,H,n/a,,,,,"1,413,497",,,,"2,676,850",
IA,1,H6IA01098,(I),Bruce,Braley,D,"10,596",99.42%,,,"186,991",64.56%
IA,1,n/a,,,Scattered,W(D),62,0.58%,,,,
IA,1,n/a,,,,D,"10,658",,,,,
IA,1,H8IA01086,,David,Hartusch,R,"8,865",99.34%,,,"102,439",35.37%
IA,1,n/a,,,Scattered,W(R),59,0.66%,,,,
IA,1,n/a,,,,R,"8,924",,,,,
IA,1,n/a,,,Scattered,W,,,,,199,0.07%
IA,1,n/a,,,,,"19,582",,,,"289,629",
IA,2,H6IA02146,(I),Dave,Loebsack,D,"21,084",98.92%,,,"175,218",57.19%
IA,2,n/a,,,Scattered,W(D),231,1.08%,,,,
IA,2,n/a,,,,D,"21,315",,,,,
IA,2,H8IA02043,,Mariannette,Miller-Meeks,R,"7,372",43.60%,,,"118,778",38.77%
IA,2,H8IA02050,,Peter,Teahen,R,"7,258",42.92%,,,,
IA,2,H8IA02035,,Lee,Harder,R,"2,258",13.35%,,,,
IA,2,n/a,,,Scattered,W(R),22,0.13%,,,,
IA,2,n/a,,,,R,"16,910",,,,,
IA,2,H8IA02076,,Wendy,Barth,GRE,n/a,n/a,,,"6,664",2.18%
IA,2,H8IA02068,,Brian,White,NP,n/a,n/a,,,"5,437",1.77%
IA,2,n/a,,,Scattered,W,,,,,261,0.09%
IA,2,n/a,,,,,"38,225",,,,"306,358",
IA,3,H6IA03144,(I),Leonard L.,Boswell,D,"20,401",60.95%,,,"176,904",56.31%
IA,3,H8IA03074,,Ed,Fallon,D,"13,035",38.94%,,,,
IA,3,n/a,,,Scattered,W(D),37,0.11%,,,,
IA,3,n/a,,,,D,"33,473",,,,,
IA,3,H8IA03082,,Kim,Schmett,R,"10,666",98.61%,,,"132,136",42.06%
IA,3,n/a,,,Scattered,W(R),150,1.39%,,,,
IA,3,n/a,,,,R,"10,816",,,,,
IA,3,H8IA03090,,Frank V.,Forrestal,SWP,,,,,"4,599",1.46%
IA,3,n/a,,,Scattered,W,,,,,521,0.17%
IA,3,n/a,,,,,"44,289",,,,"314,160",
IA,4,H4IA05102,(I),Tom,Latham,R,"13,144",99.64%,,,"185,458",60.53%
IA,4,n/a,,,Scattered,W(R),47,0.36%,,,,
IA,4,n/a,,,,R,"13,191",,,,,
IA,4,H8IA04056,,Becky,Greenwald,D,"9,247",50.54%,,,"120,746",39.41%
IA,4,H8IA04049,,Kurt,Meyer,D,"5,041",27.55%,,,,
IA,4,H8IA04064,,William J.,Meyers,D,"2,086",11.40%,,,,
IA,4,H8IA04072,,Kevin,Miskell,D,"1,885",10.30%,,,,
IA,4,n/a,,,Scattered,W(D),36,0.20%,,,,
IA,4,n/a,,,,D,"18,295",,,,,
IA,4,n/a,,,Scattered,W,,,,,197,0.06%
IA,4,n/a,,,,,"31,486",,,,"306,401",
IA,5,H2IA05072,(I),Steve,King,R,"22,663",99.30%,,,"159,430",59.80%
IA,5,n/a,,,Scattered,W(R),160,0.70%,,,,
IA,5,n/a,,,,R,"22,823",,,,,
IA,5,H8IA05053,,Rob,Hubler,D,"8,052",99.47%,,,"99,601",37.36%
IA,5,n/a,,,Scattered,W(D),43,0.53%,,,,
IA,5,n/a,,,,D,"8,095",,,,,
IA,5,H8IA05061,,Victor,Vara,I,n/a,,,,"7,406",2.78%
IA,5,n/a,,,Scattered,W,,,,,180,0.07%
IA,5,n/a,,,,,"30,918",,,,"266,617",
IA,H,n/a,,,,,"164,500",,,,"1,483,165",
IA,S,S4IA00020,(I),Tom,Harkin,D,"90,785",98.83%,,,"941,665",62.66%
IA,S,n/a,,,Scattered,W(D),"1,074",1.17%,,,,
IA,S,n/a,,,,D,"91,859",,,,,
IA,S,S8IA00104,,Christopher,Reed,R,"24,964",35.32%,,,"560,006",37.26%
IA,S,S8IA00096,,George S.,Eichhorn,R,"24,390",34.51%,,,,
IA,S,S8IA00088,,Steve,Rathje,R,"21,062",29.80%,,,,
IA,S,n/a,,,Scattered,W(R),256,0.36%,,,,
IA,S,n/a,,,,R,"70,672",,,,,
IA,S,n/a,,,Scattered,W,,,,,"1,247",0.08%
IA,S,n/a,,,,,"162,531",,,,"1,502,918",
KS,1,H6KS01096,(I),Jerry¾,Moran,R¾,"67,978",100.00%,,,"214,549",81.88%
KS,1,n/a,,,,R¾,"67,978",,,,,
KS,1,H8KS01027,,James¾,Bordonaro,D¾,"13,580",100.00%,,,"34,771",13.27%
KS,1,n/a,,,,D¾,"13,580",,,,,
KS,1,H8KS01035,,Kathleen¾M.,Burton,REF,n/a,G,,,"7,145",2.73%
KS,1,H0KS01081,,Jack¾,Warner,LBT,n/a,G,,,"5,562",2.12%
KS,1,n/a,,,,,"81,558",,,,"262,027",
KS,2,H8KS02090,,Lynn¾,Jenkins,R¾,"34,278",50.98%,,,"155,532",50.61%
KS,2,H6KS02227,,Jim¾,Ryun,R¾,"32,966",49.02%,,,,
KS,2,n/a,,,,R¾,"67,244",,,,,
KS,2,H4KS02107,(I),Nancy¾E.,Boyda,D¾,"32,395",100.00%,,,"142,013",46.21%
KS,2,n/a,,,,D¾,"32,395",,,,,
KS,2,H8KS02116,,Leslie¾S.,Martin,REF,n/a,G,,,"5,080",1.65%
KS,2,H8KS02108,,Robert¾,Garrard,LBT,n/a,G,,,"4,683",1.52%
KS,2,n/a,,,,,"99,639",,,,"307,308",
KS,3,H8KS03049,(I),Dennis¾,Moore,D¾,"27,431",100.00%,,,"202,541",56.44%
KS,3,n/a,,,,D¾,"27,431",,,,,
KS,3,H8KS03064,,Nick¾,Jordan,R¾,"39,091",76.01%,,,"142,307",39.66%
KS,3,H6KS03209,,Paul¾V.,Showen,R¾,"12,338",23.99%,,,,
KS,3,n/a,,,,R¾,"51,429",,,,,
KS,3,H8KS03072,,Joe¾,Bellis,LBT,n/a,G,,,"10,073",2.81%
KS,3,H6KS02235,,Roger¾D.,Tucker,REF,n/a,G,,,"3,937",1.10%
KS,3,n/a,,,,,"78,860",,,,"358,858",
KS,4,H4KS04087,(I),Todd¾,Tiahrt,R¾,"39,494",100.00%,,,"177,617",63.41%
KS,4,n/a,,,,R¾,"39,494",,,,,
KS,4,H8KS04062,,"Donald, Jr.¾",Betts,D¾,"15,448",100.00%,,,"90,706",32.38%
KS,4,n/a,,,,D¾,"15,448",,,,,
KS,4,H8KS04070,,Susan¾G.,Ducey,REF,n/a,G,,,"6,441",2.30%
KS,4,H2KS01061,,Steven¾A.,Rosile,LBT,n/a,G,,,"5,345",1.91%
KS,4,n/a,,,,,"54,942",,,,"280,109",
KS,H,n/a,,,,,"314,999",,,,"1,208,302",
KS,S,S6KS00080,(I),Pat¾,Roberts,R¾,"214,911",100.00%,,,"727,121",60.06%
KS,S,n/a,,,,R¾,"214,911",,,,,
KS,S,S8KS00235,,Jim¾,Slattery,D¾,"68,106",68.93%,,,"441,399",36.46%
KS,S,S4KS00085,,Lee¾,Jones,D¾,"30,699",31.07%,,,,
KS,S,n/a,,,,D¾,"98,805",,,,,
KS,S,S8KS00243,,Randall¾L.,Hodgkinson,LBT,n/a,,,,"25,727",2.12%
KS,S,S8KS00250,,Joseph¾L.,Martin,REF,n/a,,,,"16,443",1.36%
KS,S,n/a,,,,,"313,716",,,,"1,210,690",
KY,1,H4KY01040,(I),Edward,Whitfield,R,Unopposed,,,,"178,107",64.35%
KY,1,H8KY01041,,Heather A.,Ryan,D,Unopposed,,,,"98,674",35.65%
KY,1,n/a,,Charles K.,Hatchett,W,,,,,5,0.00%
KY,1,n/a,,,,,,,,,"276,786",
KY,2,H8KY02031,,S. Brett,Guthrie,R,Unopposed,G,,,"158,936",52.57%
KY,2,H8KY02049,,David E.,Boswell,D,"61,007",58.60%,,,"143,379",47.43%
KY,2,H8KY02056,,Reid,Haire,D,"43,100",41.40%,,,,
KY,2,n/a,,,,D,"104,107",,,,,
KY,2,n/a,,,,,"104,107",,,,"302,315",
KY,3,H6KY03124,(I),John ,Yarmuth,D,Unopposed,G,,,"203,843",59.37%
KY,3,H6KY03090,,Anne M.,Northup,R,"32,570",76.88%,,,"139,527",40.63%
KY,3,H4KY03202,,Corley C.,Everett,R,Withdrew,,,,,
KY,3,H8KY03153,,Chris,Thieneman,R,"9,080",21.43%,,,,
KY,3,H8KY03161,,"Bob, Jr.",DeVore,R,713,1.68%,,,,
KY,3,n/a,,,,R,"42,363",,,,,
KY,3,n/a,,,,,"42,363",,,,"343,370",
KY,4,H2KY04071,(I),Geoff,Davis,R,"30,189",85.17%,,,"190,210",63.03%
KY,4,H8KY04102,,Warren O.,Stone,R,"2,831",7.99%,,,,
KY,4,H8KY04110,,G.E.,Puckett,R,"2,427",6.85%,,,,
KY,4,n/a,,,,R,"35,447",,,,,
KY,4,H8KY04094,,Michael,Kelley,D,Unopposed,G,,,"111,549",36.97%
KY,4,n/a,,,,,"35,447",,,,"301,759",
KY,5,H0KY05015,(I),"Harold ""Hal""",Rogers,R,Unopposed,G,,,"177,024",84.11%
KY,5,H8KY05042,,Jim,Holbert,I,n/a,G,,,"33,444",15.89%
KY,5,n/a,,,,,,,,,"210,468",
KY,6,H4KY06072,(I),Ben,Chandler,D,Unopposed,G,,,"203,764",64.66%
KY,6,H8KY06131,,Jon,Larson,R,"12,647",51.51%,,,"111,378",35.34%
KY,6,H8KY06149,,Tony,McCurdy,R,"11,906",48.49%,,,,
KY,6,n/a,,,,R,"24,553",,,,,
KY,6,n/a,,,,,"24,553",,,,"315,142",
KY,H,n/a,,,,,"206,470",,,,"1,749,840",
KY,S,S2KY00012,(I),Mitch,McConnell,R,"168,127",86.09%,,,"953,816",52.97%
KY,S,S8KY00274,,Daniel,Essek,R,"27,170",13.91%,,,,
KY,S,n/a,,,,R,"195,297",,,,,
KY,S,S8KY00233,,Bruce,Lunsford,D,"316,992",51.14%,,,"847,005",47.03%
KY,S,S8KY00217,,Andrew,Horne,D,Withdrew,,,,,
KY,S,S8KY00241,,Greg,Fischer,D,"209,827",33.85%,,,,
KY,S,S8KY00258,,David L.,Williams,D,"34,363",5.54%,,,,
KY,S,S8KY00266,,James E.,Rice,D,"20,403",3.29%,,,,
KY,S,S8KY00209,,Michael,Cassaro,D,"17,340",2.80%,,,,
KY,S,S8KY00225,,Kenneth,Stepp,D,"13,451",2.17%,,,,
KY,S,S8KY00191,,David Lee,Wylie,D,"7,528",1.21%,,,,
KY,S,n/a,,,,D,"619,904",,,,,
KY,S,n/a,,,,,"815,201",,,,"1,800,821",
LA,1,H0LA01087,(I),"""Steve""",Scalise,R,Unopposed,,,,"189,168",65.68%
LA,1,H8LA01114,,"""Jim""",Harlan,D,"37,883",72.66%,,,"98,839",34.32%
LA,1,H4LA01113,,"M.V. ""Vinny""",Mendoza,D,"14,254",27.34%,,,,
LA,1,n/a,,,,D,"52,137",,,,,
LA,1,n/a,,,,,"52,137",,,,"288,007",
LA,2,H8LA02112,,"Anh ""Joseph""",Cao,R,Unopposed,,,,"33,132",49.54%
LA,2,H0LA02119,(I),William J.,Jefferson,D,"17,506",25.30%,"92,921",56.79%,"31,318",46.83%
LA,2,H8LA02062,,Helena,Moreno,D,"13,794",19.94%,"70,705",43.21%,,
