KEY,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,PARTY,YEAR,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %
NJ|13|Henrietta|Dwyer|2010,NJ,13,H0NJ13152,False,Henrietta,Dwyer,REP,2010,2436,1.0,,,19538,0.2304
NJ|13|Anthony|Zanowic|2010,NJ,13,H0NJ13178,False,Anthony,Zanowic,IAP,2010,,,,,1508,0.0178
NJ|13|Maximo Gomez|Nacer|2010,NJ,13,H0NJ13160,False,Maximo Gomez,Nacer,GBS,2010,,,,,910,0.010700000000000001
NM|1|Martin T.|Heinrich|2010,NM,1,H8NM01224,True,Martin T.,Heinrich,DEM,2010,32173,1.0,,,112707,0.5188
NM|1|Jonathan L.|Barela|2010,NM,1,H0NM01163,False,Jonathan L.,Barela,REP,2010,32743,1.0,,,104543,0.48119999999999996
NM|2|Steve|Pearce|2010,NM,2,H2NM02126,False,Steve,Pearce,REP,2010,33021,0.8481000000000001,,,94053,0.5539999999999999
NM|2|Cliff R.|Pirtle|2010,NM,2,H0NM02203,False,Cliff R.,Pirtle,REP,2010,5913,0.1519,,,,
NM|2|Harry|Teague|2010,NM,2,H8NM02032,True,Harry,Teague,DEM,2010,26321,1.0,,,75709,0.446
NM|3|Ben R.|Lujan|2010,NM,3,H8NM03196,True,Ben R.,Lujan,DEM,2010,44967,1.0,,,120057,0.5699000000000001
NM|3|Thomas E.|Mullins|2010,NM,3,H0NM03045,False,Thomas E.,Mullins,REP,2010,23301,0.7132,,,90621,0.4301
NM|3|Adam C.|Kokesh|2010,NM,3,H0NM03037,False,Adam C.,Kokesh,REP,2010,9372,0.2868,,,,
NY|1|Timothy H.|Bishop|2010,NY,1,H2NY01067,True,Timothy H.,Bishop,,2010,,,,,,
NY|1|Timothy H.|Bishop|2010,NY,1,H2NY01067,True,Timothy H.,Bishop,DEM,2010,0,,,,85051,0.4336
NY|1|Timothy H.|Bishop|2010,NY,1,H2NY01067,True,Timothy H.,Bishop,IDP,2010,0,,,,7370,0.037599999999999995
NY|1|Timothy H.|Bishop|2010,NY,1,H2NY01067,True,Timothy H.,Bishop,WF,2010,0,,,,5895,0.0301
NY|1|Randolph|Altschuler|2010,NY,1,H0NY01129,False,Randolph,Altschuler,,2010,,,,,,
