CID,Name,Party,Cycle,Industry,Industry Code,Total,PACs,Individuals,Origin,Last Updated,Source,,,,,,,
N00013817,Chellie Pingree,D,2014,Education,W04,14100,0,14100,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013817&cycle=2014,,,,,,,
N00025292,Rob Bishop,R,2014,Real Estate,F10,14100,10000,4100,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025292&cycle=2014,,,,,,,
N00034128,Matt Cartwright,D,2014,Insurance,F09,14000,1250,12750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034128&cycle=2014,,,,,,,
N00032441,Richard Nugent,R,2014,Oil & Gas,E01,13950,8500,5450,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032441&cycle=2014,,,,,,,
N00035593,Vance McAllister,R,2014,Retired,W06,13949,0,13949,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035593&cycle=2014,,,,,,,
N00001783,John D. Dingell,D,2014,Industrial Unions,P02,13900,13600,300,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001783&cycle=2014,,,,,,,
N00006423,Trent Franks,R,2014,Retired,W06,13850,0,13850,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006423&cycle=2014,,,,,,,
N00009816,Chris Smith,R,2014,Health Professionals,H01,13800,10500,3300,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009816&cycle=2014,,,,,,,
N00001148,Carolyn McCarthy,D,2014,Health Professionals,H01,13800,13000,800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001148&cycle=2014,,,,,,,
N00004291,F. James Sensenbrenner Jr,R,2014,Lobbyists,K02,13779,500,13279,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004291&cycle=2014,,,,,,,
N00029788,Cynthia Marie Lummis,R,2014,Real Estate,F10,13750,7000,6750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029788&cycle=2014,,,,,,,
N00002299,Walter B. Jones Jr,R,2014,Misc Issues,Q10,13750,12500,1250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002299&cycle=2014,,,,,,,
N00006789,Grace Napolitano,D,2014,Lawyers/Law Firms,K01,13750,9250,4500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006789&cycle=2014,,,,,,,
N00004887,Bobby L. Rush,D,2014,Lawyers/Law Firms,K01,13750,11000,2750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004887&cycle=2014,,,,,,,
N00008122,Eddie Bernice Johnson,D,2014,General Contractors,C01,13700,7000,6700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008122&cycle=2014,,,,,,,
N00031377,Raul Labrador,R,2014,General Contractors,C01,13700,6000,7700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031377&cycle=2014,,,,,,,
N00004426,Tom Petri,R,2014,Lawyers/Law Firms,K01,13627,11000,2627,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004426&cycle=2014,,,,,,,
N00028463,Phil Roe,R,2014,Real Estate,F10,13600,0,13600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2014,,,,,,,
N00001579,Allyson Schwartz,D,2014,Real Estate,F10,13600,6000,7600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001579&cycle=2014,,,,,,,
N00030752,Jeff Duncan,R,2014,Securities & Investment,F07,13600,0,13600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030752&cycle=2014,,,,,,,
N00025464,Rodney Alexander,R,2014,Crop Production & Basic Processing,A01,13549,1000,12549,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2014,,,,,,,
N00029788,Cynthia Marie Lummis,R,2014,Electric Utilities,E08,13500,13500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029788&cycle=2014,,,,,,,
N00033540,Beto O'Rourke,D,2014,Crop Production & Basic Processing,A01,13500,13000,500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033540&cycle=2014,,,,,,,
N00033540,Beto O'Rourke,D,2014,Public Sector Unions,P04,13500,13500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033540&cycle=2014,,,,,,,
N00028463,Phil Roe,R,2014,Food Processing & Sales,A09,13500,0,13500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2014,,,,,,,
N00001148,Carolyn McCarthy,D,2014,Leadership PACs,Q03,13500,13500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001148&cycle=2014,,,,,,,
N00006882,Buck Mckeon,R,2014,General Contractors,C01,13500,13500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006882&cycle=2014,,,,,,,
N00027565,John Campbell,R,2014,Insurance,F09,13500,13500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027565&cycle=2014,,,,,,,
N00008091,Spencer Bachus,R,2014,Finance/Credit Companies,F06,13500,11000,2500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008091&cycle=2014,,,,,,,
N00004874,Luis V. Gutierrez,D,2014,Public Sector Unions,P04,13500,13500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004874&cycle=2014,,,,,,,
N00030771,Paul Gosar,R,2014,Lawyers/Law Firms,K01,13500,2750,10750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030771&cycle=2014,,,,,,,
N00030771,Paul Gosar,R,2014,Leadership PACs,Q03,13500,13500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030771&cycle=2014,,,,,,,
N00033625,Kerry Bentivolio,R,2014,Electric Utilities,E08,13500,13000,500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033625&cycle=2014,,,,,,,
N00001148,Carolyn McCarthy,D,2014,Lawyers/Law Firms,K01,13425,10000,3425,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001148&cycle=2014,,,,,,,
N00031988,Jon Runyan,R,2014,Securities & Investment,F07,13400,1000,12400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031988&cycle=2014,,,,,,,
N00033540,Beto O'Rourke,D,2014,Telephone Utilities,B08,13400,3000,10400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033540&cycle=2014,,,,,,,
N00025464,Rodney Alexander,R,2014,Lawyers/Law Firms,K01,13360,3500,9860,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2014,,,,,,,
N00006882,Buck Mckeon,R,2014,Health Professionals,H01,13350,12350,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006882&cycle=2014,,,,,,,
N00025464,Rodney Alexander,R,2014,Oil & Gas,E01,13250,6500,6750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2014,,,,,,,
N00006882,Buck Mckeon,R,2014,Business Services,N05,13250,2500,10750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006882&cycle=2014,,,,,,,
N00006423,Trent Franks,R,2014,Lawyers/Law Firms,K01,13250,2500,10750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006423&cycle=2014,,,,,,,
N00031377,Raul Labrador,R,2014,Insurance,F09,13100,12600,500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031377&cycle=2014,,,,,,,
N00032441,Richard Nugent,R,2014,Leadership PACs,Q03,13000,13000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032441&cycle=2014,,,,,,,
N00030650,Frederica Wilson,D,2014,Health Professionals,H01,13000,9500,3500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030650&cycle=2014,,,,,,,
N00009816,Chris Smith,R,2014,Real Estate,F10,13000,8000,5000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009816&cycle=2014,,,,,,,
N00033540,Beto O'Rourke,D,2014,Home Builders,C02,13000,2000,11000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033540&cycle=2014,,,,,,,
N00008122,Eddie Bernice Johnson,D,2014,Telephone Utilities,B08,13000,13000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008122&cycle=2014,,,,,,,
N00033631,Mark R. Meadows,R,2014,Republican/Conservative,Q01,13000,11250,1750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033631&cycle=2014,,,,,,,
N00030771,Paul Gosar,R,2014,Health Services/HMOs,H03,13000,13000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030771&cycle=2014,,,,,,,
N00006397,Ed Pastor,D,2014,Railroads,M04,13000,13000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006397&cycle=2014,,,,,,,
N00006397,Ed Pastor,D,2014,Public Sector Unions,P04,13000,13000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006397&cycle=2014,,,,,,,
N00024770,Mike Michaud,D,2014,Transportation Unions,P03,13000,13000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2014,,,,,,,
N00024770,Mike Michaud,D,2014,Building Trade Unions,P01,13000,13000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024770&cycle=2014,,,,,,,
N00031377,Raul Labrador,R,2014,Misc Finance,F13,12900,0,12900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031377&cycle=2014,,,,,,,
N00006423,Trent Franks,R,2014,Retail Sales,N03,12850,5000,7850,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006423&cycle=2014,,,,,,,
N00013817,Chellie Pingree,D,2014,Business Services,N05,12800,0,12800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013817&cycle=2014,,,,,,,
N00030650,Frederica Wilson,D,2014,Real Estate,F10,12750,6000,6750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030650&cycle=2014,,,,,,,
N00027493,Michele Bachmann,R,2014,Misc Issues,Q10,12676,-200,12876,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027493&cycle=2014,,,,,,,
N00035854,Curt Clawson,R,2014,Health Professionals,H01,12610,0,12610,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035854&cycle=2014,,,,,,,
N00001817,C. W. Bill Young,R,2014,Defense Aerospace,D01,12500,12500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001817&cycle=2014,,,,,,,
N00029788,Cynthia Marie Lummis,R,2014,Commercial Banks,F03,12500,12000,500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029788&cycle=2014,,,,,,,
N00034639,Donald M. Payne Jr,D,2014,Air Transport,M01,12500,12500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034639&cycle=2014,,,,,,,
N00025464,Rodney Alexander,R,2014,Commercial Banks,F03,12500,3500,9000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2014,,,,,,,
N00033631,Mark R. Meadows,R,2014,Electric Utilities,E08,12500,12500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033631&cycle=2014,,,,,,,
N00030957,Scott Desjarlais,R,2014,Building Materials & Equipment,C05,12500,0,12500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030957&cycle=2014,,,,,,,
N00001746,Chaka Fattah,D,2014,Lobbyists,K02,12500,0,12500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001746&cycle=2014,,,,,,,
N00006789,Grace Napolitano,D,2014,Public Sector Unions,P04,12500,12500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006789&cycle=2014,,,,,,,
N00033509,Gloria McLeod,D,2014,Building Trade Unions,P01,12500,12500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033509&cycle=2014,,,,,,,
N00004874,Luis V. Gutierrez,D,2014,Hospitals/Nursing Homes,H02,12500,12500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004874&cycle=2014,,,,,,,
N00030771,Paul Gosar,R,2014,Oil & Gas,E01,12500,12500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030771&cycle=2014,,,,,,,
N00009816,Chris Smith,R,2014,Lobbyists,K02,12250,3000,9250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009816&cycle=2014,,,,,,,
N00004291,F. James Sensenbrenner Jr,R,2014,Internet,B13,12000,12000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004291&cycle=2014,,,,,,,
N00030650,Frederica Wilson,D,2014,Crop Production & Basic Processing,A01,12000,12000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030650&cycle=2014,,,,,,,
N00029788,Cynthia Marie Lummis,R,2014,"Beer, Wine & Liquor",N02,12000,12000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029788&cycle=2014,,,,,,,
N00000659,Frank Lautenberg,D,2014,Sea Transport,M05,12000,9500,2500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000659&cycle=2014,,,,,,,
N00033509,Gloria McLeod,D,2014,Public Sector Unions,P04,12000,12000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033509&cycle=2014,,,,,,,
N00004874,Luis V. Gutierrez,D,2014,Candidate Committees,Q16,12000,12000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004874&cycle=2014,,,,,,,
N00006397,Ed Pastor,D,2014,Lawyers/Law Firms,K01,12000,8250,3750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006397&cycle=2014,,,,,,,
N00031988,Jon Runyan,R,2014,Lawyers/Law Firms,K01,11850,2500,9350,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031988&cycle=2014,,,,,,,
N00009157,Doc Hastings,R,2014,Mining,E04,11800,8000,3800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009157&cycle=2014,,,,,,,
N00006789,Grace Napolitano,D,2014,Real Estate,F10,11800,8000,3800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006789&cycle=2014,,,,,,,
N00029788,Cynthia Marie Lummis,R,2014,Lawyers/Law Firms,K01,11750,4000,7750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029788&cycle=2014,,,,,,,
N00025464,Rodney Alexander,R,2014,Health Professionals,H01,11750,5000,6750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2014,,,,,,,
N00033631,Mark R. Meadows,R,2014,Construction Services,C04,11750,11500,250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033631&cycle=2014,,,,,,,
N00032441,Richard Nugent,R,2014,Food Processing & Sales,A09,11700,4000,7700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032441&cycle=2014,,,,,,,
N00006397,Ed Pastor,D,2014,Casinos/Gambling,N07,11700,0,11700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006397&cycle=2014,,,,,,,
N00035451,Alma Adams,D,2014,Human Rights,Q09,11650,11250,400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035451&cycle=2014,,,,,,,
N00004426,Tom Petri,R,2014,Transportation Unions,P03,11500,11500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004426&cycle=2014,,,,,,,
N00034017,Trey Radel,R,2014,Pro-Israel,Q05,11500,9000,2500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034017&cycle=2014,,,,,,,
N00029788,Cynthia Marie Lummis,R,2014,Railroads,M04,11500,11500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029788&cycle=2014,,,,,,,
N00031988,Jon Runyan,R,2014,Crop Production & Basic Processing,A01,11500,11500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031988&cycle=2014,,,,,,,
N00000659,Frank Lautenberg,D,2014,TV/Movies/Music,B02,11500,10500,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000659&cycle=2014,,,,,,,
