CID,Name,Party,Cycle,Industry,Industry Code,Total,PACs,Individuals,Origin,Last Updated,Source,,,,,,,
N00034128,Matt Cartwright,D,2014,Defense Aerospace,D01,18000,18000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034128&cycle=2014,,,,,,,
N00031297,Tim Griffin,R,2014,Pharmaceuticals/Health Products,H04,18000,18000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031297&cycle=2014,,,,,,,
N00004884,Danny K. Davis,D,2014,Lawyers/Law Firms,K01,18000,14000,4000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004884&cycle=2014,,,,,,,
N00013817,Chellie Pingree,D,2014,Public Sector Unions,P04,18000,18000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013817&cycle=2014,,,,,,,
N00036013,Dave Brat,R,2014,Health Professionals,H01,17900,2500,15400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00036013&cycle=2014,,,,,,,
N00031297,Tim Griffin,R,2014,Lobbyists,K02,17900,0,17900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031297&cycle=2014,,,,,,,
N00006882,Buck Mckeon,R,2014,Lobbyists,K02,17896,2000,15896,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006882&cycle=2014,,,,,,,
N00033532,James Bridenstine,R,2014,Education,W04,17815,0,17815,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033532&cycle=2014,,,,,,,
N00006023,Lloyd Doggett,D,2014,Education,W04,17800,0,17800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006023&cycle=2014,,,,,,,
N00009829,Jim McDermott,D,2014,Misc Unions,P05,17750,17500,250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009829&cycle=2014,,,,,,,
N00035854,Curt Clawson,R,2014,Misc Manufacturing & Distributing,N15,17750,0,17750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035854&cycle=2014,,,,,,,
N00001148,Carolyn McCarthy,D,2014,Education,W04,17750,1000,16750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001148&cycle=2014,,,,,,,
N00027060,Brian M. Higgins,D,2014,Commercial Banks,F03,17750,5500,12250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027060&cycle=2014,,,,,,,
N00025292,Rob Bishop,R,2014,Mining,E04,17750,17500,250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025292&cycle=2014,,,,,,,
N00034041,Thomas Massie,R,2014,"Beer, Wine & Liquor",N02,17750,14500,3250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034041&cycle=2014,,,,,,,
N00004291,F. James Sensenbrenner Jr,R,2014,Misc Manufacturing & Distributing,N15,17744,12000,5744,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004291&cycle=2014,,,,,,,
N00029127,Jared Polis,D,2014,Misc Business,N12,17700,0,17700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029127&cycle=2014,,,,,,,
N00033274,Alan Lowenthal,D,2014,Casinos/Gambling,N07,17700,0,17700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033274&cycle=2014,,,,,,,
N00027751,John Sarbanes,D,2014,Misc Finance,F13,17700,0,17700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027751&cycle=2014,,,,,,,
N00009816,Chris Smith,R,2014,Lawyers/Law Firms,K01,17650,9000,8650,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009816&cycle=2014,,,,,,,
N00031988,Jon Runyan,R,2014,Misc Defense,D03,17600,13000,4600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031988&cycle=2014,,,,,,,
N00030957,Scott Desjarlais,R,2014,Food Processing & Sales,A09,17600,1500,16100,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030957&cycle=2014,,,,,,,
N00026148,Louis B. Gohmert Jr,R,2014,Lawyers/Law Firms,K01,17550,4000,13550,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026148&cycle=2014,,,,,,,
N00002713,Corrine Brown,D,2014,Hospitals/Nursing Homes,H02,17500,5000,12500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002713&cycle=2014,,,,,,,
N00002713,Corrine Brown,D,2014,Air Transport,M01,17500,17500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002713&cycle=2014,,,,,,,
N00026686,Al Green,D,2014,Education,W04,17500,0,17500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026686&cycle=2014,,,,,,,
N00006954,Gary Miller,R,2014,Railroads,M04,17500,17500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2014,,,,,,,
N00006671,Lucille Roybal-Allard,D,2014,Pharmaceuticals/Health Products,H04,17500,17500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006671&cycle=2014,,,,,,,
N00009604,Susan A. Davis,D,2014,Defense Electronics,D02,17500,17500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009604&cycle=2014,,,,,,,
N00004874,Luis V. Gutierrez,D,2014,Misc Unions,P05,17500,17500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004874&cycle=2014,,,,,,,
N00006397,Ed Pastor,D,2014,Defense Aerospace,D01,17500,17500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006397&cycle=2014,,,,,,,
N00027751,John Sarbanes,D,2014,Food & Beverage,N01,17500,0,17500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027751&cycle=2014,,,,,,,
N00025292,Rob Bishop,R,2014,Leadership PACs,Q03,17500,17500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025292&cycle=2014,,,,,,,
N00035854,Curt Clawson,R,2014,Real Estate,F10,17493,1000,16493,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035854&cycle=2014,,,,,,,
N00013846,Jeff Miller,R,2014,Lobbyists,K02,17484,2500,14984,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2014,,,,,,,
N00009738,John Culberson,R,2014,Construction Services,C04,17450,9000,8450,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009738&cycle=2014,,,,,,,
N00007390,George Miller,D,2014,Securities & Investment,F07,17450,4000,13450,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2014,,,,,,,
N00007151,Dana Rohrabacher,R,2014,Misc Business,N12,17450,0,17450,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007151&cycle=2014,,,,,,,
N00031988,Jon Runyan,R,2014,Pharmaceuticals/Health Products,H04,17400,16500,900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031988&cycle=2014,,,,,,,
N00006023,Lloyd Doggett,D,2014,Misc Finance,F13,17400,2500,14900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006023&cycle=2014,,,,,,,
N00027649,Tim Huelskamp,R,2014,Railroads,M04,17298,9498,7800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027649&cycle=2014,,,,,,,
N00005818,Sheila Jackson Lee,D,2014,Lawyers/Law Firms,K01,17150,2500,14650,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005818&cycle=2014,,,,,,,
N00029018,Tom Rooney,R,2014,Lobbyists,K02,17141,1500,15641,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2014,,,,,,,
N00033631,Mark R. Meadows,R,2014,Pro-Israel,Q05,17010,800,16210,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033631&cycle=2014,,,,,,,
N00009157,Doc Hastings,R,2014,Lawyers/Law Firms,K01,17000,12500,4500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009157&cycle=2014,,,,,,,
N00004291,F. James Sensenbrenner Jr,R,2014,Insurance,F09,17000,13000,4000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004291&cycle=2014,,,,,,,
N00034017,Trey Radel,R,2014,Insurance,F09,17000,16000,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034017&cycle=2014,,,,,,,
N00001813,Jose E. Serrano,D,2014,Leadership PACs,Q03,17000,17000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001813&cycle=2014,,,,,,,
N00009604,Susan A. Davis,D,2014,Building Trade Unions,P01,17000,17000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009604&cycle=2014,,,,,,,
N00008091,Spencer Bachus,R,2014,Retail Sales,N03,17000,17000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008091&cycle=2014,,,,,,,
N00033532,James Bridenstine,R,2014,Leadership PACs,Q03,17000,17000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033532&cycle=2014,,,,,,,
N00033532,James Bridenstine,R,2014,Lawyers/Law Firms,K01,16953,3403,13550,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033532&cycle=2014,,,,,,,
N00026148,Louis B. Gohmert Jr,R,2014,Hospitals/Nursing Homes,H02,16850,14600,2250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026148&cycle=2014,,,,,,,
N00009604,Susan A. Davis,D,2014,Lawyers/Law Firms,K01,16850,10500,6350,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009604&cycle=2014,,,,,,,
N00001783,John D. Dingell,D,2014,Telephone Utilities,B08,16800,15500,1300,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001783&cycle=2014,,,,,,,
N00027649,Tim Huelskamp,R,2014,Commercial Banks,F03,16800,12000,4800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027649&cycle=2014,,,,,,,
N00033220,Ted Yoho,R,2014,Livestock,A06,16750,12500,4250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033220&cycle=2014,,,,,,,
N00033987,Doug LaMalfa,R,2014,Accountants,F11,16750,14500,2250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033987&cycle=2014,,,,,,,
N00032416,Rob Woodall,R,2014,Oil & Gas,E01,16750,16500,250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032416&cycle=2014,,,,,,,
N00034128,Matt Cartwright,D,2014,Retired,W06,16720,0,16720,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034128&cycle=2014,,,,,,,
N00035451,Alma Adams,D,2014,Lawyers/Law Firms,K01,16686,7500,9186,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035451&cycle=2014,,,,,,,
N00033540,Beto O'Rourke,D,2014,Lawyers/Law Firms,K01,16650,4000,12650,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033540&cycle=2014,,,,,,,
N00009604,Susan A. Davis,D,2014,Business Services,N05,16600,0,16600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009604&cycle=2014,,,,,,,
N00030752,Jeff Duncan,R,2014,General Contractors,C01,16600,12500,4100,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030752&cycle=2014,,,,,,,
N00009816,Chris Smith,R,2014,Public Sector Unions,P04,16500,16500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009816&cycle=2014,,,,,,,
N00025464,Rodney Alexander,R,2014,General Contractors,C01,16500,2500,14000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025464&cycle=2014,,,,,,,
N00026961,Yvette D. Clarke,D,2014,Food & Beverage,N01,16500,11500,5000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026961&cycle=2014,,,,,,,
N00002073,Frank Wolf,R,2014,Retired,W06,16500,0,16500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002073&cycle=2014,,,,,,,
N00012460,William L. Clay Jr,D,2014,Automotive,M02,16500,16500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00012460&cycle=2014,,,,,,,
N00013846,Jeff Miller,R,2014,Retired,W06,16400,0,16400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2014,,,,,,,
N00027751,John Sarbanes,D,2014,Misc Manufacturing & Distributing,N15,16400,0,16400,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027751&cycle=2014,,,,,,,
N00031177,Mark Amodei,R,2014,Electric Utilities,E08,16250,16250,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031177&cycle=2014,,,,,,,
N00005818,Sheila Jackson Lee,D,2014,Real Estate,F10,16200,7000,9200,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005818&cycle=2014,,,,,,,
N00027649,Tim Huelskamp,R,2014,Real Estate,F10,16200,4500,11700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027649&cycle=2014,,,,,,,
N00004426,Tom Petri,R,2014,Lobbyists,K02,16175,1000,15175,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004426&cycle=2014,,,,,,,
N00027565,John Campbell,R,2014,Credit Unions,F05,16150,10000,6150,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027565&cycle=2014,,,,,,,
N00030752,Jeff Duncan,R,2014,Electric Utilities,E08,16050,14000,2050,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030752&cycle=2014,,,,,,,
N00029018,Tom Rooney,R,2014,Misc Manufacturing & Distributing,N15,16000,13500,2500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2014,,,,,,,
N00026961,Yvette D. Clarke,D,2014,Telecom Services,B09,16000,16000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026961&cycle=2014,,,,,,,
N00002147,Bobby Scott,D,2014,Misc Defense,D03,16000,15000,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002147&cycle=2014,,,,,,,
N00002147,Bobby Scott,D,2014,Insurance,F09,16000,16000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002147&cycle=2014,,,,,,,
N00006671,Lucille Roybal-Allard,D,2014,Crop Production & Basic Processing,A01,16000,15000,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006671&cycle=2014,,,,,,,
N00032416,Rob Woodall,R,2014,Food Processing & Sales,A09,16000,16000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032416&cycle=2014,,,,,,,
N00006397,Ed Pastor,D,2014,Air Transport,M01,16000,16000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006397&cycle=2014,,,,,,,
N00006423,Trent Franks,R,2014,Defense Electronics,D02,16000,16000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006423&cycle=2014,,,,,,,
N00028249,Donna Edwards,D,2014,Defense Electronics,D02,16000,16000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028249&cycle=2014,,,,,,,
N00012460,William L. Clay Jr,D,2014,Transportation Unions,P03,16000,16000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00012460&cycle=2014,,,,,,,
N00028463,Phil Roe,R,2014,Retail Sales,N03,15900,0,15900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2014,,,,,,,
N00031377,Raul Labrador,R,2014,Misc Manufacturing & Distributing,N15,15900,2000,13900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031377&cycle=2014,,,,,,,
N00006008,Ruben Hinojosa,D,2014,Lawyers/Law Firms,K01,15850,7500,8350,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006008&cycle=2014,,,,,,,
N00026961,Yvette D. Clarke,D,2014,Health Professionals,H01,15840,4500,11340,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026961&cycle=2014,,,,,,,
N00006397,Ed Pastor,D,2014,Lobbyists,K02,15750,0,15750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006397&cycle=2014,,,,,,,
N00028133,Douglas L. Lamborn,R,2014,Health Professionals,H01,15726,12500,3226,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028133&cycle=2014,,,,,,,
N00034017,Trey Radel,R,2014,Oil & Gas,E01,15700,5000,10700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034017&cycle=2014,,,,,,,
N00030957,Scott Desjarlais,R,2014,Pharmaceuticals/Health Products,H04,15600,0,15600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030957&cycle=2014,,,,,,,
N00001817,C. W. Bill Young,R,2014,Lobbyists,K02,15548,4048,11500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001817&cycle=2014,,,,,,,
N00035593,Vance McAllister,R,2014,Lawyers/Law Firms,K01,15538,6500,9038,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035593&cycle=2014,,,,,,,
N00027514,Kathy Castor,D,2014,Building Trade Unions,P01,15500,15000,500,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027514&cycle=2014,,,,,,,
N00027514,Kathy Castor,D,2014,Public Sector Unions,P04,15500,15500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027514&cycle=2014,,,,,,,
N00009816,Chris Smith,R,2014,Transportation Unions,P03,15500,15500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009816&cycle=2014,,,,,,,
N00007390,George Miller,D,2014,Misc Unions,P05,15500,15500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007390&cycle=2014,,,,,,,
N00030910,Mo Brooks,R,2014,Insurance,F09,15500,14500,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030910&cycle=2014,,,,,,,
N00004884,Danny K. Davis,D,2014,Transportation Unions,P03,15500,15500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004884&cycle=2014,,,,,,,
N00001783,John D. Dingell,D,2014,TV/Movies/Music,B02,15500,15500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001783&cycle=2014,,,,,,,
N00006954,Gary Miller,R,2014,Lawyers/Law Firms,K01,15433,4500,10933,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006954&cycle=2014,,,,,,,
N00005818,Sheila Jackson Lee,D,2014,Hospitals/Nursing Homes,H02,15350,10000,5350,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005818&cycle=2014,,,,,,,
N00033987,Doug LaMalfa,R,2014,Livestock,A06,15350,10000,5350,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033987&cycle=2014,,,,,,,
N00013846,Jeff Miller,R,2014,Commercial Banks,F03,15250,13000,2250,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013846&cycle=2014,,,,,,,
N00029018,Tom Rooney,R,2014,Retired,W06,15230,0,15230,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029018&cycle=2014,,,,,,,
N00034017,Trey Radel,R,2014,Leadership PACs,Q03,15184,15184,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034017&cycle=2014,,,,,,,
N00030957,Scott Desjarlais,R,2014,Hospitals/Nursing Homes,H02,15150,5000,10150,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030957&cycle=2014,,,,,,,
N00033625,Kerry Bentivolio,R,2014,Misc Finance,F13,15150,0,15150,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033625&cycle=2014,,,,,,,
N00031988,Jon Runyan,R,2014,Health Professionals,H01,15100,10500,4600,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031988&cycle=2014,,,,,,,
N00032441,Richard Nugent,R,2014,Defense Aerospace,D01,15055,15055,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032441&cycle=2014,,,,,,,
N00026961,Yvette D. Clarke,D,2014,Insurance,F09,15005,10000,5005,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026961&cycle=2014,,,,,,,
N00004426,Tom Petri,R,2014,Republican/Conservative,Q01,15000,14000,1000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004426&cycle=2014,,,,,,,
N00002713,Corrine Brown,D,2014,Building Trade Unions,P01,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002713&cycle=2014,,,,,,,
N00005818,Sheila Jackson Lee,D,2014,Public Sector Unions,P04,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005818&cycle=2014,,,,,,,
N00005818,Sheila Jackson Lee,D,2014,Securities & Investment,F07,15000,5000,10000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005818&cycle=2014,,,,,,,
N00035451,Alma Adams,D,2014,Building Trade Unions,P01,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035451&cycle=2014,,,,,,,
N00001579,Allyson Schwartz,D,2014,Industrial Unions,P02,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001579&cycle=2014,,,,,,,
N00002073,Frank Wolf,R,2014,Air Transport,M01,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002073&cycle=2014,,,,,,,
N00006882,Buck Mckeon,R,2014,Transportation Unions,P03,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006882&cycle=2014,,,,,,,
N00006671,Lucille Roybal-Allard,D,2014,Misc Unions,P05,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006671&cycle=2014,,,,,,,
N00006671,Lucille Roybal-Allard,D,2014,Lawyers/Law Firms,K01,15000,11000,4000,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006671&cycle=2014,,,,,,,
N00025284,Raul M. Grijalva,D,2014,Credit Unions,F05,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00025284&cycle=2014,,,,,,,
N00031377,Raul Labrador,R,2014,Forestry & Forest Products,A10,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031377&cycle=2014,,,,,,,
N00001783,John D. Dingell,D,2014,Telecom Services,B09,15000,15000,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001783&cycle=2014,,,,,,,
N00035593,Vance McAllister,R,2014,General Contractors,C01,14850,0,14850,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035593&cycle=2014,,,,,,,
N00028463,Phil Roe,R,2014,Securities & Investment,F07,14800,-10000,24800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028463&cycle=2014,,,,,,,
N00036013,Dave Brat,R,2014,General Contractors,C01,14756,4000,10756,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00036013&cycle=2014,,,,,,,
N00034639,Donald M. Payne Jr,D,2014,Industrial Unions,P02,14750,14750,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034639&cycle=2014,,,,,,,
N00006423,Trent Franks,R,2014,Republican/Conservative,Q01,14750,8000,6750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006423&cycle=2014,,,,,,,
N00033220,Ted Yoho,R,2014,Lawyers/Law Firms,K01,14700,1000,13700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033220&cycle=2014,,,,,,,
N00006882,Buck Mckeon,R,2014,Food Processing & Sales,A09,14700,0,14700,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006882&cycle=2014,,,,,,,
N00032416,Rob Woodall,R,2014,Air Transport,M01,14700,9500,5200,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032416&cycle=2014,,,,,,,
N00001817,C. W. Bill Young,R,2014,Misc Defense,D03,14500,14500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001817&cycle=2014,,,,,,,
N00034017,Trey Radel,R,2014,Railroads,M04,14500,14500,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034017&cycle=2014,,,,,,,
N00002073,Frank Wolf,R,2014,Lawyers/Law Firms,K01,14500,8750,5750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002073&cycle=2014,,,,,,,
N00034639,Donald M. Payne Jr,D,2014,Lobbyists,K02,14392,1000,13392,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00034639&cycle=2014,,,,,,,
N00009816,Chris Smith,R,2014,Republican/Conservative,Q01,14300,12500,1800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009816&cycle=2014,,,,,,,
